Spotify most streamed songs of all time,,
,,
Artist and Title,Streams,Daily
Lady Gaga - Applause,"670,678,258","518,465"
PARTYNEXTDOOR - Come and See Me,"670,053,871","203,844"
The Ronettes - Sleigh Ride,"669,324,594","8,279"
Jax Jones - You Don't Know Me,"669,241,831","200,962"
Kid Cudi - Pursuit Of Happiness,"669,207,516","184,828"
Clean Bandit - I Miss You,"668,944,943","57,505"
Fergie - Big Girls Don't Cry (Personal),"668,933,506","259,571"
Gabry Ponte - Thunder,"668,447,562","340,735"
Imanbek - Belly Dancer,"668,076,844","312,795"
Foo Fighters - Learn to Fly,"667,946,387","215,375"
Simon & Garfunkel - The Sound of Silence,"667,751,103","184,139"
Bob Marley & The Wailers - Jamming,"667,639,846","398,592"
Ricky Martin - Vente Pa' Ca,"666,794,560","218,918"
Hozier - Someone New,"666,765,563","582,907"
"Tyler, The Creator - ARE WE STILL FRIENDS?","666,307,362","776,501"
The All-American Rejects - Gives You Hell,"666,078,126","298,646"
Taylor Swift - Bad Blood,"665,805,713","155,959"
The Chainsmokers - This Feeling,"665,796,634","124,737"
Justin Timberlake - Cry Me a River,"665,414,743","315,812"
Fuerza Regida - Bebe Dame,"665,380,799","339,926"
The Chainsmokers - Takeaway,"664,971,186","108,437"
Rihanna - Kiss It Better,"664,798,662","516,804"
Beyoncé - TEXAS HOLD 'EM,"664,798,277","568,713"
Shawn Mendes - I Know What You Did Last Summer,"664,793,597","152,646"
The Beatles - Hey Jude,"664,789,569","246,214"
Kanye West - Black Skinhead,"664,503,936","115,848"
Rema - Calm Down,"664,378,661","224,903"
David Guetta - Flames,"664,245,245","80,985"
ThxSoMch - SPIT IN MY FACE!,"663,553,313","393,554"
Green Day - When I Come Around,"662,619,879","344,829"
Tove Lo - Stay High,"662,543,731","156,396"
Chino Pacas - El Gordo Trae El Mando,"662,128,607","183,957"
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,"661,850,190","9,176"
NewJeans - Hype Boy,"661,674,503","262,804"
Alan Walker - Darkside,"661,536,932","186,347"
Christmas Hits - Frank Sinatra,"661,461,798","15,607"
U2 - One,"660,823,703","217,336"
System Of A Down - Aerials,"660,631,419","598,076"
Maluma - Sobrio,"660,337,195","126,000"
David Guetta - Play Hard,"660,305,130","369,750"
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),"660,049,293","129,327"
Beyoncé - Drunk in Love,"660,018,746","165,838"
Lil Pump - Gucci Gang,"659,968,122","33,001"
The Weeknd - Wicked Games,"659,871,697","234,646"
"Earth, Wind & Fire - Let's Groove","659,846,464",
Mon Laferte - Tu Falta De Querer,"659,388,013","598,184"
The Who - Baba O'Riley,"659,164,401","214,737"
Rupert Holmes - Escape (The Pina Colada Song),"659,120,832","257,389"
Khalid - OTW,"659,091,537","129,392"
Lady Gaga - Bloody Mary,"658,803,627","466,353"
Chappell Roan - Pink Pony Club,"658,219,870","2,092,862"
Mary J. Blige - Family Affair,"658,151,984","528,177"
Pitbull - International Love,"658,059,774",
Katy Perry - Part Of Me,"657,909,354","314,754"
Travis Scott - MY EYES,"657,407,372","520,851"
"Gracie Abrams - I Love You, I'm Sorry","657,354,506","1,305,066"
David Guetta - Bad,"657,308,399","116,276"
Daniel Powter - Bad Day,"657,118,152","232,756"
Tove Lo - Habits (Stay High),"656,998,980",
Kanye West - Famous,"656,695,909","103,944"
Myke Towers - LA FALDA,"656,509,247","268,160"
Soulja Boy - Crank That (Soulja Boy),"656,359,564","293,859"
Beyoncé - If I Were a Boy,"656,138,839","329,574"
Carlos Baute - Colgando en tus manos (con Marta Sánchez),"655,983,177","362,803"
R. Kelly - Ignition,"655,467,815","125,493"
Dwayne Johnson - You're Welcome,"655,126,175","347,895"
Danny Ocean - Dembow,"655,078,074","213,827"
Bad Bunny - Una Vez,"654,782,402","291,714"
Chris Brown - Loyal,"654,773,252","262,921"
TV Girl - Blue Hair,"654,729,095","587,188"
George Michael - Faith,"654,649,426","284,311"
Lorde - Green Light,"654,005,197","325,727"
Chris Stapleton - You Should Probably Leave,"653,944,692","782,333"
Modjo - Lady,"653,708,506","601,320"
Linkin Park - Papercut,"653,572,984","280,777"
The Black Keys - Lonely Boy,"653,477,594","246,228"
Taylor Swift - I Can Do It With a Broken Heart,"653,214,454","571,393"
"John Denver - Take Me Home, Country Roads","652,944,116","216,820"
Sheppard - Geronimo,"652,773,345",
Romeo Santos - Imitadora,"652,701,720","538,854"
Jack Johnson - Banana Pancakes,"652,240,071","279,201"
Rammstein - Sonne,"652,206,301","550,672"
Rita Ora - Your Song,"652,191,073","74,739"
Charlie Puth - Light Switch,"652,154,736","137,169"
Limp Bizkit - Rollin' (Air Raid Vehicle),"652,125,491","476,180"
Childish Gambino - Heartbeat,"651,804,536","616,095"
Miguel - Sky Walker,"651,740,422","219,715"
Sean Paul - Get Busy,"651,734,929","319,019"
blackbear - do re mi,"651,685,543","100,021"
Becky G - Cuando Te Besé,"651,158,304","170,535"
Backstreet Boys - Everybody (Backstreet's Back),"650,803,303","417,593"
Snakehips - All My Friends,"650,730,176","122,775"
NF - Lie,"650,614,797","157,717"
Lil Wayne - A Milli,"650,494,201","295,124"
Sade - Smooth Operator,"650,374,137","622,961"
Dean Lewis - Waves,"650,353,186","245,811"
Queen - Radio Ga Ga,"650,312,231","266,446"
U2 - Beautiful Day,"650,296,619","228,024"
The Rolling Stones - Sympathy For The Devil,"650,259,765","206,552"
Loren Allred - Never Enough,"650,193,889","193,429"
Calvin Harris - Under Control,"650,107,297","159,680"
Amy Winehouse - Valerie,"650,089,046","228,757"
KAROL G - X SI VOLVEMOS,"650,037,839","521,739"
"KAROL G - Ay, DiOs Mío!","650,002,149","157,802"
GoldLink - Crew,"649,793,201","184,716"
Rvssian - Santa,"649,525,098","660,857"
"Gracie Abrams - I miss you, I’m sorry","649,442,312","695,287"
House Of Pain - Jump Around,"649,197,616","316,156"
Zion & Lennox - La player (Bandolera),"649,078,280","148,610"
Steve Lacy - C U Girl,"649,060,170","347,974"
King Von - Took Her To The O,"649,021,934","674,506"
Natanael Cano - Madonna,"649,018,644","584,937"
Danny Ocean - Fuera del mercado,"648,728,431","237,276"
Morat - No Se Va,"648,181,618","241,969"
t.A.T.u. - All The Things She Said,"647,900,356","295,980"
Kehlani - Nights Like This,"647,885,463","156,478"
Lil Peep - nuts,"647,674,449","664,164"
Saweetie - Best Friend,"647,571,017","167,352"
YNW Melly - Suicidal,"647,424,003","284,430"
Shawn Mendes - Wonder,"647,367,304","139,462"
Ellie Goulding - Close To Me,"647,227,154","74,673"
Maluma - HP,"646,588,943","95,778"
CKay - love nwantiti,"646,410,565","196,102"
Bryson Tiller - Right My Wrongs,"646,370,961","467,827"
Dan + Shay - Tequila,"646,268,867","123,872"
Band Aid - Do They Know It's Christmas?,"646,172,607","9,894"
Shania Twain - You're Still The One,"646,143,231","378,137"
Jay Rock - King's Dead,"645,934,584","109,453"
Silk City - Electricity,"645,917,604","81,825"
Christian Nodal - Ya No Somos Ni Seremos,"645,218,168","327,954"
Soda Stereo - De Música Ligera,"645,187,570","415,040"
Labrinth - All For Us,"645,127,816","323,754"
Lifehouse - You And Me,"644,875,978","267,507"
Nickelback - Rockstar,"644,840,126","355,404"
Eagle-Eye Cherry - Save Tonight,"644,503,024","271,998"
Eric Carmen - Hungry Eyes,"644,395,696","372,463"
The Strokes - Reptilia,"643,221,141","317,928"
Ed Sheeran - Tenerife Sea,"643,134,246","115,494"
Harry Styles - Sweet Creature,"642,595,536","157,857"
Sech - Relación,"642,498,606","56,277"
Taylor Swift - Bejeweled,"642,488,720","202,595"
Hailee Steinfeld - Most Girls,"641,963,178","67,610"
Nick Jonas - Jealous,"641,863,885","260,138"
Michael Marcagi - Scared To Start,"641,646,015","567,654"
Justin Bieber - Boyfriend,"641,573,451","230,410"
Don Henley - The Boys Of Summer,"641,188,070","319,995"
Burak Yeter - Tuesday,"641,087,319","169,901"
Rels B - cómo dormiste?,"641,071,475","312,752"
Chris Brown - Forever,"640,808,740","542,869"
Cigarettes After Sex - Sweet,"640,760,513","798,559"
Chris Brown - Ayo,"640,546,687","160,837"
Nicky Jam - Hasta el Amanecer,"640,328,603","297,255"
Morgan Wallen - Thinkin’ Bout Me,"640,320,948","479,435"
Ozuna - Dile Que Tu Me Quieres,"640,304,519","238,826"
Sam Cooke - (What A) Wonderful World,"640,274,103","184,517"
Arctic Monkeys - Arabella,"640,255,687","221,881"
Al Green - Let's Stay Together,"640,180,744","308,559"
The Human League - Don't You Want Me,"640,018,229","370,096"
Sia - Genius,"639,573,202","184,625"
XXXTENTACION - BAD!,"639,533,557","261,531"
"Ciara - 1, 2 Step","639,326,141","331,073"
6ix9ine - BEBE,"639,279,198","171,113"
Juice WRLD - Let Me Know (I Wonder Why Freestyle),"639,201,035","334,515"
Camilo - Tutu,"638,789,604","145,895"
BTS - Euphoria,"638,689,136","144,715"
Lil Tecca - Love Me,"638,347,812","221,534"
Post Malone - Stay,"637,628,901","117,099"
Lil Wayne - Lollipop,"637,028,683","413,633"
BLACKPINK - Lovesick Girls,"636,933,092","182,372"
J Balvin - No Es Justo,"636,889,009","171,335"
The Chainsmokers - Call You Mine,"636,554,232","71,377"
Kanye West - Ghost Town,"636,525,602","331,532"
MARINA - Bubblegum Bitch,"636,394,444","273,033"
Maluma - Corazón,"636,380,701","129,686"
Kendrick Lamar - Poetic Justice,"636,256,655","325,427"
The Chainsmokers - All We Know,"636,213,369","106,815"
Chappell Roan - HOT TO GO!,"635,855,315","1,214,659"
Rihanna - What's My Name?,"635,791,774","326,506"
Luke Bryan - Play It Again,"635,581,591","320,843"
Blue Öyster Cult - (Don't Fear) The Reaper,"634,829,612","236,596"
Trueno - Mamichula,"634,487,494","201,801"
Empire Of The Sun - We Are The People,"634,427,265",
Super Yei - La Forma en Que Me Miras,"633,441,221","290,454"
Aventura - Obsesion,"633,290,885","403,330"
Men I Trust - Show Me How,"633,202,058","545,006"
Billie Eilish - listen before i go,"632,909,447","264,662"
JAY-Z - Run This Town,"632,902,940","312,567"
Robbie Williams - Angels,"632,848,845","374,771"
Ritt Momney - Put Your Records On,"632,784,639","92,063"
Shakira - Can't Remember to Forget You,"632,567,073","299,380"
The Beach Boys - Wouldn't It Be Nice,"631,593,234","219,724"
Bon Jovi - Always,"631,587,983","340,817"
Iggy Azalea - Black Widow,"631,435,727","276,102"
Jeremih - Don't Tell 'Em,"631,422,383","268,576"
"Daya - Sit Still, Look Pretty","631,260,898","157,787"
"Ariana Grande - yes, and?","631,259,162","437,885"
Bazzi - Paradise,"631,099,896","137,755"
Suki Waterhouse - Good Looking,"630,910,955","735,198"
Joji - worldstar money (interlude),"630,877,081","148,419"
Nelly - Hot In Herre,"630,848,326","302,505"
Rauw Alejandro - Reloj,"630,561,483","146,346"
One Direction - History,"630,298,232","113,990"
Bakar - Hell N Back,"630,111,250","370,379"
Pablo Alborán - Saturno,"629,890,843","357,124"
Troye Sivan - Angel Baby,"629,706,738","299,293"
Steppenwolf - Born To Be Wild,"629,630,413","202,409"
Madison Beer - Reckless,"629,617,571","294,270"
Post Malone - Chemical,"629,570,349","256,343"
Starship - We Built This City,"629,468,351","253,436"
KAROL G - EL MAKINON,"629,255,236","206,747"
Andy Grammer - Don't Give Up On Me,"629,161,734","313,835"
Luke Combs - The Kind of Love We Make,"629,128,137","355,761"
NLE Choppa - Walk Em Down,"629,086,461","163,374"
Pop Smoke - Hello,"628,884,494","138,684"
Coyote Theory - This Side of Paradise,"628,628,593","395,970"
The Ronettes - Be My Baby,"628,534,693","719,124"
Modjo - Lady,"628,214,957","693,001"
Bob Dylan - Knockin' On Heaven's Door,"628,123,744","679,963"
Eminem - Houdini,"628,045,447","508,174"
Morgan Wallen - More Than My Hometown,"628,044,713","409,954"
Lil Skies - Lust,"627,505,488","163,935"
Bazzi - I.F.L.Y.,"627,415,885","138,929"
T.I. - Live Your Life,"627,288,635","259,549"
Sebastian Yatra - Un Año,"627,235,962","130,377"
Belanova - Rosa Pastel,"627,182,293","393,059"
Ozuna - Una Locura,"627,098,233","90,603"
Aventura - Dile al Amor,"627,067,239","360,890"
Oliver Tree - Life Goes On,"626,887,377","169,133"
Korn - Freak On a Leash,"626,637,320","385,238"
Slipknot - Before I Forget,"626,321,906","304,695"
Christian Nodal - De Los Besos Que Te Di,"626,310,862","272,023"
Adele - Oh My God,"626,210,535","127,778"
Lil Xan - Betrayed,"625,954,860","62,386"
Brett Young - In Case You Didn't Know,"625,897,196","203,381"
Nicky Jam - El Amante,"625,676,561","162,475"
Sade - Smooth Operator,"625,630,236","640,915"
Bishop Briggs - River,"625,628,780","230,836"
Sebastian Yatra - No Hay Nadie Más,"625,506,804","208,063"
Martin Garrix - There for You,"625,395,555","52,687"
Astrid S - Hurts So Good,"625,345,536","230,993"
Ariana Grande - pov,"625,090,384","201,549"
The 1975 - About You,"624,870,555","981,494"
Kygo - Remind Me to Forget,"624,779,664","86,108"
Demi Lovato - Confident,"624,759,981","161,705"
Aqua - Barbie Girl,"624,286,647","309,618"
Kid Cudi - Mr. Rager,"624,077,903","362,994"
Bad Bunny - MONACO,"623,778,810","441,772"
2Pac - Changes,"623,576,046","253,805"
Katy Perry - Wide Awake,"623,433,761","497,211"
Childish Gambino - This Is America,"623,430,171","80,159"
Ziv Zaifman - A Million Dreams,"623,427,750","222,818"
Amy Winehouse - Rehab,"623,345,170","225,767"
The Kid LAROI - NIGHTS LIKE THIS,"623,322,712","1,062,421"
The Pointer Sisters - I'm So Excited,"623,212,633","224,029"
Dave - Location,"623,064,100","257,780"
David Bowie - Starman,"622,982,417","288,560"
Ozuna - Solita,"622,971,056","183,499"
The Killers - Human,"622,697,832","235,080"
J Balvin - Safari,"622,687,249","285,246"
Camilo - Vida de Rico,"622,626,926","156,764"
SZA - The Weekend,"622,591,732","249,213"
Migos - Slippery,"622,525,625","74,270"
DJ Khaled - No Brainer,"622,399,296","58,839"
Chris Stapleton - You Should Probably Leave,"622,278,422","729,950"
Kygo - Born To Be Yours,"622,221,458","107,285"
Brent Faiyaz - Trust,"621,903,927","216,176"
XXXTENTACION - Arms Around You,"621,600,686","82,628"
Echosmith - Cool Kids,"621,600,314","158,291"
Céline Dion - My Heart Will Go On,"621,525,868","236,680"
Hugh Jackman - The Greatest Show,"621,029,596","177,664"
Rae Sremmurd - No Type,"621,022,470","118,554"
James Horner - My Heart Will Go On (Dialogue Mix),"620,805,394","224,997"
Cardi B - Money,"620,402,518","134,392"
Arcángel - Sigues Con El,"620,328,235","97,319"
Don Omar - Salió El Sol,"620,092,873","536,900"
"ROSALÍA - Yo x Ti, Tu x Mi","619,639,210","119,502"
Fuerza Regida - HARLEY QUINN,"619,533,105","323,823"
Lil Peep - nuts,"619,504,768","599,927"
21 Savage - X,"619,302,373","79,231"
Selena Gomez - Fetish,"618,911,246","271,157"
Kygo - Stay,"618,886,198","46,352"
AronChupa - I'm an Albatraoz,"618,828,923","186,078"
Michael Marcagi - Scared To Start,"618,750,724","591,001"
Nicki Minaj - Super Freaky Girl,"618,593,755","155,556"
Rex Orange County - Sunflower,"618,525,490","165,753"
Katy Perry - Harleys In Hawaii,"618,370,098","440,836"
Metallica - The Unforgiven,"618,299,420","235,294"
Post Malone - Hollywood's Bleeding,"618,283,396","153,040"
Drake - The Motto,"618,153,757","178,367"
Quevedo - VISTA AL MAR,"617,733,271","272,389"
BTS - Blood Sweat & Tears,"617,731,893","172,631"
Drake - Portland,"617,665,424","78,519"
BLACKPINK - Ice Cream,"617,475,995","113,950"
George Harrison - My Sweet Lord (2014 Remaster),"617,394,728","343,264"
Migos - MotorSport,"617,347,806","76,566"
Lil Wayne - Mirror,"617,336,080","232,600"
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),"617,253,959","142,620"
J Balvin - Ginza,"616,597,883","270,803"
Twenty One Pilots - Tear in My Heart,"616,436,609","252,559"
One Direction - They Don't Know About Us,"616,363,226","149,234"
Dire Straits - Money For Nothing,"616,008,302","352,614"
Peso Pluma - Por Las Noches,"615,949,211","187,160"
Bruce Springsteen - I'm On Fire,"615,824,864","246,265"
Pritam - Kesariya,"615,788,402","299,933"
Harry Styles - Matilda,"615,628,600","405,326"
Ava Max - So Am I,"615,443,152","107,669"
Pop Smoke - Invincible,"615,261,720","133,647"
Russ - What They Want,"614,960,326","138,241"
Juanes - Es Por Ti,"614,800,530","382,653"
Luis R Conriquez - Si No Quieres No,"614,775,671","582,453"
Dean Lewis - How Do I Say Goodbye,"613,763,768","451,839"
Marshmello - One Thing Right,"613,660,422","165,421"
A Boogie Wit da Hoodie - My Shit,"613,639,549","175,139"
Trippie Redd - Taking A Walk,"613,462,637","116,613"
The Smiths - This Charming Man,"613,279,289","304,016"
Drake - Way 2 Sexy,"613,119,186","144,213"
Blondie - Call Me,"613,013,841","330,742"
Eminem - Sing For The Moment,"612,816,405","211,482"
Sam Smith - Lay Me Down,"612,772,100","59,286"
Chuck Berry - Johnny B. Goode,"612,483,454","225,026"
Katy Perry - Chained To The Rhythm,"612,297,120","128,167"
Harry Styles - Fine Line,"612,082,412","348,393"
Beyoncé - Run the World (Girls),"611,989,724","179,860"
PUBLIC - Make You Mine,"611,678,988","133,346"
Ski Mask The Slump God - Faucet Failure,"611,605,452","96,800"
Keane - Everybody's Changing,"611,191,763","315,909"
Calvin Harris - Sweet Nothing,"611,170,851","315,574"
Two Feet - I Feel Like I'm Drowning,"611,069,395","300,259"
Paramore - The Only Exception,"610,851,979","618,929"
Pearl Jam - Alive,"610,538,238","306,436"
Sam Feldt - Post Malone,"610,505,431","86,754"
The Cranberries - Dreams,"610,395,687","501,383"
Peggy Gou - (It Goes Like) Nanana,"610,334,720","360,939"
Steve Lacy - Some,"610,215,407","295,817"
Fuerza Regida - Ch y la Pizza,"610,189,227","212,351"
Joy Again - Looking Out for You,"609,922,077","325,816"
Gala - Freed From Desire (Edit Mix),"609,886,539","384,471"
League of Legends - Legends Never Die,"609,436,135",
La Factoria - Perdóname,"609,259,133","493,551"
Nat King Cole - The Christmas Song (Merry Christmas To You),"609,099,520","10,612"
"Dean Martin - Rudolph, The Red-Nosed Reindeer","609,057,072","9,780"
Nat King Cole Trio - The Christmas Song (Merry Christmas To You),"609,007,895","10,117"
bommelg - Rudolph The Red Nosed Reindeer,"608,864,414","10,949"
Jeremy Zucker - you were good to me,"608,559,041","104,322"
Lauren Daigle - You Say,"608,549,598","193,497"
Future - Solo,"608,501,808","521,811"
"Tyler, The Creator - She","608,288,904","622,167"
Belinda Carlisle - Heaven Is A Place On Earth,"608,225,241","348,842"
Bad Bunny - Después de la Playa,"608,170,735","267,699"
"Mobb Deep - Shook Ones, Pt. II","607,896,457","262,373"
Jósean Log - Chachachá,"607,534,537","368,470"
Cigarettes After Sex - Sweet,"607,411,211","700,654"
The Strokes - The Adults Are Talking,"607,069,092","489,925"
Julia Michaels - Heaven,"607,020,284","131,478"
Norah Jones - Don't Know Why,"606,706,986","289,952"
Kim Carnes - Bette Davis Eyes,"606,068,688","377,467"
Tory Lanez - Say It,"605,661,412","337,748"
Ryan Castro - Jordan,"605,280,254","105,982"
Daddy Yankee - Limbo,"605,203,874","338,833"
Elvis Presley - Jailhouse Rock,"605,156,620","203,796"
Akon - Right Now (Na Na Na),"605,014,352","427,828"
Jordan Davis - Buy Dirt,"604,850,253","374,827"
Nio Garcia - AM Remix,"604,803,875","74,870"
Travis Scott - 5% TINT,"604,777,272","285,522"
Madonna - Like a Prayer,"604,685,226","367,036"
Charli xcx - Guess featuring billie eilish,"604,676,289","1,191,708"
Manuel Turizo - La Nota,"604,514,270","89,096"
Fuerza Regida - TQM,"604,197,063","195,342"
Ed Sheeran - Lego House,"604,188,344","145,191"
Steve Lacy - Infrunami,"604,079,988","556,597"
Marshmello - Alone,"604,035,355","130,794"
Bad Bunny - Otra Noche en Miami,"603,960,952","309,420"
Peter Bjorn and John - Young Folks,"603,905,774","352,048"
Jack Harlow - Tyler Herro,"603,705,388","130,910"
Quality Control - Baby (Lil Baby feat. DaBaby),"603,697,316","256,192"
Lola Young - Messy,"603,659,920","2,743,922"
Kenny Loggins - Danger Zone,"603,581,728","256,381"
Eyedress - Romantic Lover,"603,573,373","238,522"
Ariana Grande - Everyday,"603,548,475","453,661"
Talking Heads - Psycho Killer,"603,254,337","218,479"
XXXTENTACION - Carry On,"603,194,273","96,826"
Suki Waterhouse - Good Looking,"603,134,072","661,193"
JP Cooper - September Song,"603,059,262","75,693"
León Larregui - Brillas,"602,965,770","359,075"
Alicia Keys - Fallin',"602,874,547","317,024"
Trippie Redd - Miss The Rage,"602,833,731","179,993"
Evanescence - My Immortal,"602,791,183","233,660"
Juice WRLD - Righteous,"602,628,727","127,796"
John Mayer - Your Body Is a Wonderland,"602,327,071","209,161"
SZA - Low,"601,930,484","324,875"
Enrique Iglesias - Cuando Me Enamoro,"601,912,370","408,927"
"Tame Impala - New Person, Same Old Mistakes","601,893,863","374,527"
The Weeknd - In The Night,"601,884,028","133,395"
Vacations - Telephones,"601,856,875","575,227"
Eminem - Shake That,"601,574,573","237,777"
Nicki Minaj - Only,"601,219,319","103,231"
Sum 41 - In Too Deep,"601,160,989","251,449"
The Living Tombstone - My Ordinary Life,"600,406,421","229,520"
Tate McRae - exes,"600,404,613","583,537"
Beyoncé - 7/11,"600,397,149","176,113"
Ozuna - Baila Baila Baila,"600,263,984","128,958"
Anggi Marito - Tak Segampang Itu,"600,250,734","545,821"
Famous Dex - PICK IT UP,"600,196,893","54,833"
Pop Smoke - The Woo,"600,101,460","97,345"
J. Cole - G.O.M.D,"599,947,552","107,142"
"Olivia Rodrigo - 1 step forward, 3 steps back","599,873,423","249,036"
Chris Rea - Driving Home for Christmas,"599,464,620","10,289"
Reik - Ya Me Enteré,"599,414,280","227,656"
Lil Jon & The East Side Boyz - Get Low,"599,292,038","258,551"
Jhené Aiko - Sativa,"598,981,818","332,634"
Deep Purple - Smoke on the Water,"598,949,808","205,081"
Metallica - For Whom The Bell Tolls,"598,890,947","279,740"
Drowning Pool - Bodies,"598,833,689","344,880"
Christina Perri - jar of hearts,"598,775,618","249,835"
"Earth, Wind & Fire - Boogie Wonderland","598,729,791","490,538"
Bob Marley & The Wailers - One Love / People Get Ready,"598,511,475","338,736"
Olivia Rodrigo - bad idea right?,"598,457,522","380,148"
Paul McCartney - Wonderful Christmastime,"598,252,035","6,494"
Doja Cat - Candy,"598,143,544","363,307"
Jack Johnson - Upside Down,"597,551,197","367,555"
Ozuna - El Farsante,"597,215,405","199,202"
Tinlicker - Because You Move Me,"597,204,887","338,280"
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)","596,263,404","245,378"
Lady Gaga - Alejandro,"596,062,982","902,503"
DJ Luian - Verte Ir,"595,968,397","112,569"
NLE Choppa - Camelot,"595,573,755","136,621"
Louis Tomlinson - Back to You,"595,558,013","50,267"
Jeremih - Birthday Sex,"595,425,225","389,953"
The Beatles - Twist And Shout,"595,348,365","237,775"
Etta James - At Last,"595,292,350","258,323"
Zara Larsson - Ruin My Life,"595,287,722","76,644"
José González - Heartbeats,"595,219,167","163,043"
Warren G - Regulate,"594,720,927","231,850"
BLACKPINK - BOOMBAYAH,"594,688,435","192,582"
KAROL G - MIENTRAS ME CURO DEL CORA,"593,933,229","425,825"
Manuel Turizo - Quiéreme Mientras Se Pueda,"593,760,197","148,744"
Phil Collins - Another Day in Paradise,"593,685,618","523,085"
Banda MS de Sergio Lizárraga - El Color de Tus Ojos,"593,249,455","334,291"
Michael Bublé - Feeling Good,"592,595,816","346,550"
Timmy Trumpet - Freaks,"592,369,827","188,613"
Dua Lipa - Blow Your Mind (Mwah),"592,126,534","116,006"
ILLIT - Magnetic,"592,126,230","572,319"
Gucci Mane - I Get the Bag,"591,947,743","110,722"
King Princess - 1950,"591,636,614","56,749"
Halsey - You should be sad,"591,496,552","99,643"
Selena Gomez - The Heart Wants What It Wants,"591,435,237","167,860"
DJ Khaled - GREECE,"591,341,852","139,641"
Carly Simon - You're So Vain,"591,312,870","381,910"
Third Eye Blind - Semi-Charmed Life,"591,303,957","314,351"
Billy Joel - We Didn't Start the Fire,"591,228,946","359,877"
ABBA - Lay All Your Love On Me,"591,015,764","488,630"
The Police - Message In A Bottle,"590,973,242","336,350"
Fools Garden - Lemon Tree,"590,697,770","282,202"
Oscar Maydon - Tu Boda,"590,330,515","1,091,524"
Jessie J - Flashlight,"590,326,142","148,160"
Madonna - Material Girl,"590,198,068","283,074"
Tate McRae - she's all i wanna be,"590,031,571","428,301"
Dua Lipa - Training Season,"589,694,032","645,607"
Rauw Alejandro - 2/Catorce,"589,400,635","162,264"
Sia - Thunderclouds,"589,304,530","77,821"
Cassie - Me & U,"589,256,499","316,796"
J Balvin - Azul,"589,220,839","891,932"
Ludovico Einaudi - Experience,"589,201,933","344,891"
Ed Sheeran - Sing,"588,962,493","93,737"
Luis R Conriquez - Si No Quieres No,"588,936,754","961,477"
The Fray - You Found Me,"588,773,076","415,944"
Feid - Ferxxo 100,"588,133,786","292,014"
Shakira - La Tortura,"587,876,957","305,704"
Conan Gray - Memories,"587,816,886","393,936"
The Red Jumpsuit Apparatus - Face Down,"587,766,931","277,843"
Nelly - Just A Dream,"587,156,089","345,355"
DJ Snake - Turn Down for What,"587,020,633","123,436"
SZA - Shirt,"586,765,035","180,539"
Tyler Childers - Feathered Indians,"586,739,108","454,161"
Luniz - I Got 5 On It,"586,727,084","292,490"
Christian Nodal - No Te Contaron Mal,"586,511,530","284,283"
Sech - Otro Trago,"586,437,048","85,875"
80purppp - Hex,"586,406,192","356,900"
Calibre 50 - Si Te Pudiera Mentir,"586,244,873","290,924"
FISHER - Losing It,"585,778,511","198,319"
Shaggy - Angel,"585,515,400","364,712"
Weezer - Say It Ain't So,"585,380,277","283,104"
Shawn Mendes - Lost In Japan,"585,333,792","110,576"
Paramore - The Only Exception,"585,315,646","588,076"
Clairo - Bubble Gum,"585,206,537","229,598"
Old Dominion - One Man Band,"585,057,439","422,810"
Spin Doctors - Two Princes,"584,867,887","315,977"
Ozuna - Síguelo Bailando,"584,735,454","107,081"
Maná - Oye Mi Amor,"583,900,715","496,481"
Alec Benjamin - Water Fountain,"583,753,976","128,557"
Twenty One Pilots - Chlorine,"583,521,692","184,972"
The 1975 - About You,"583,506,307","939,344"
Norman Greenbaum - Spirit In The Sky,"583,386,755","227,840"
Alice Deejay - Better Off Alone,"583,228,296","414,273"
John Mayer - Free Fallin',"582,769,001","158,354"
$uicideboy$ - Paris,"582,606,894","156,517"
Arcángel - Tu No Vive Asi,"582,522,423","380,261"
Michael Jackson - Don't Stop 'Til You Get Enough,"582,420,584","318,213"
Backstreet Boys - As Long as You Love Me,"582,368,592","449,386"
John Mayer - Slow Dancing In A Burning Room,"582,269,291","301,882"
Feby Putri - Runtuh,"582,264,155","580,181"
Savage Garden - Truly Madly Deeply,"582,150,162","311,699"
LISA - LALISA,"581,803,952","151,868"
Pop Smoke - Element,"581,700,112","104,386"
6ix9ine - MALA,"581,660,779","429,729"
Red Hot Chili Peppers - By the Way,"581,656,192","222,594"
Billie Eilish - my strange addiction,"581,546,805","205,347"
Myke Towers - Si Se Da,"581,510,933","176,592"
